25970:
 num     #instances         #bytes  class name (module)
 344:           432          13824  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$3
 345:           344          13760  net.minecraft.world.level.levelgen.DensityFunctions$Ap2
 346:           555          13320  java.util.ImmutableCollections$Set12 (java.base@21.0.12.1)
 347:           544          13056  org.bukkit.craftbukkit.block.impl.CraftCandle
 348:           324          12960  [Ljava.util.HashSet; (java.base@21.0.12.1)
 349:           324          12960  jdk.jfr.internal.Control (jdk.jfr@21.0.12.1)
 350:           200          12800  org.bukkit.craftbukkit.command.VanillaCommandWrapper
 351:           526          12624  com.mojang.serialization.Decoder$2
 352:           525          12600  java.util.Arrays$ArrayList (java.base@21.0.12.1)
 353:           523          12552  net.minecraft.world.level.levelgen.SurfaceRules$BlockRuleSource
 354:           781          12496  com.google.common.collect.ImmutableSortedMap$1EntrySet$1
 355:           515          12360  com.google.common.collect.ImmutableSortedAsList
 356:           384          12288  ca.spottedleaf.moonrise.common.misc.Delayed8WayDistancePropagator2D$NoResizeByteArrayFIFODeque
 357:           384          12288  ca.spottedleaf.moonrise.common.misc.Delayed8WayDistancePropagator2D$NoResizeLongArrayFIFODeque
 358:           512          12288  org.bukkit.craftbukkit.block.impl.CraftBanner
 359:           512          12288  org.bukkit.craftbukkit.block.impl.CraftBed
 360:           512          12288  org.bukkit.craftbukkit.block.impl.CraftChiseledBookShelf
 361:           512          12288  org.bukkit.craftbukkit.block.impl.CraftWeatheringCopperDoor
 362:           512          12288  org.bukkit.craftbukkit.block.impl.CraftWeatheringCopperTrapDoor
 363:           381          12192  joptsimple.internal.AbbreviationMap
 364:           507          12168  java.time.Instant (java.base@21.0.12.1)
 365:           304          12160  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$5
 366:           377          12064  jdk.internal.reflect.DirectMethodHandleAccessor (java.base@21.0.12.1)
 367:           500          12000  org.jline.reader.impl.history.DefaultHistory$EntryImpl
 368:           299          11960  org.apache.logging.log4j.core.Logger$PrivateConfig
 369:           298          11920  net.minecraft.world.entity.npc.VillagerTrades$ItemsForEmeralds
 370:           743          11888  net.minecraft.util.parsing.packrat.Term$Maybe
